Reason_ID,accm_txn_complete_time
37707,6/3/2022
94317,6/4/2022
42242,6/5/2022
8085,6/6/2022
42926,6/7/2022
114663,6/8/2022
63597,6/9/2022
78220,6/10/2022
2902,6/11/2022
71673,6/12/2022
128042,6/13/2022
53847,6/14/2022
42369,6/15/2022
110474,6/16/2022
17284,6/17/2022
69457,6/18/2022
83974,6/19/2022
107761,6/20/2022
37834,6/21/2022
25904,6/22/2022
73190,6/23/2022
70160,6/24/2022
126642,6/25/2022
76228,6/26/2022
18983,6/27/2022
42803,6/28/2022
65527,6/29/2022
5441,6/30/2022
18473,7/1/2022
98337,7/2/2022
68782,7/3/2022
98247,7/4/2022
67119,7/5/2022
91319,7/6/2022
111275,7/7/2022
60787,7/8/2022
65894,7/9/2022
67702,7/10/2022
55982,7/11/2022
38230,7/12/2022
48253,7/13/2022
89431,7/14/2022
117314,7/15/2022
14155,7/16/2022
123078,7/17/2022
50137,7/18/2022
41799,7/19/2022
47037,7/20/2022
115397,7/21/2022
35221,7/22/2022
52892,7/23/2022
90041,7/24/2022
26751,7/25/2022
66071,7/26/2022
33552,7/27/2022
107354,7/28/2022
83598,7/29/2022
117725,7/30/2022
34210,7/31/2022
129245,8/1/2022
16810,8/2/2022
88356,8/3/2022
3875,8/4/2022
4749,8/5/2022
9559,8/6/2022
112110,8/7/2022
114915,8/8/2022
66011,8/9/2022
60450,8/10/2022
129469,8/11/2022
62153,8/12/2022
39499,5/14/2022
19091,5/15/2022
48260,5/16/2022
96830,5/17/2022
126561,5/18/2022
69098,5/19/2022
89178,5/20/2022
48501,5/21/2022
109465,5/22/2022
62274,5/23/2022
98908,5/24/2022
17357,5/25/2022
115331,5/26/2022
65150,5/27/2022
42257,5/28/2022
116136,5/29/2022
36244,5/30/2022
109049,5/31/2022
111496,6/1/2022
8105,6/2/2022
19478,6/3/2022
79579,6/4/2022
26935,6/5/2022
81010,6/6/2022
32348,6/7/2022
122747,6/8/2022
88118,6/9/2022
5622,6/10/2022
97335,6/11/2022
72995,6/12/2022
21707,6/13/2022
120201,6/14/2022
42929,6/15/2022
117511,6/16/2022
125569,6/17/2022
128566,6/18/2022
16040,6/19/2022
27289,6/20/2022
61198,6/21/2022
120723,6/22/2022
73793,6/23/2022
36093,6/24/2022
66777,6/25/2022
91068,6/26/2022
120574,6/27/2022
30294,6/28/2022
99081,6/29/2022
12094,6/30/2022
11849,7/1/2022
2671,7/2/2022
55140,7/3/2022
75362,7/4/2022
5763,7/5/2022
12659,7/6/2022
21207,7/7/2022
45421,7/8/2022
51952,7/9/2022
80873,7/10/2022
119054,7/11/2022
128651,7/12/2022
65790,7/13/2022
71834,7/14/2022
94138,7/15/2022
5255,7/16/2022
115771,7/17/2022
73967,7/18/2022
32801,7/19/2022
36503,7/20/2022
63315,7/21/2022
51581,7/22/2022
77979,7/23/2022
117451,7/24/2022
58912,7/25/2022
11244,7/26/2022
122058,7/27/2022
6133,7/28/2022
63668,7/29/2022
73903,7/30/2022
104087,7/31/2022
9170,8/1/2022
105685,8/2/2022
115282,8/3/2022
16311,8/4/2022
77671,8/5/2022
19381,8/6/2022
94026,8/7/2022
122163,8/8/2022
7179,8/9/2022
20625,8/10/2022
124273,8/11/2022
1600,8/12/2022
23359,5/14/2022
80613,5/15/2022
45303,5/16/2022
21580,5/17/2022
65318,5/18/2022
52768,5/19/2022
49507,5/20/2022
121964,5/21/2022
63942,5/22/2022
81471,5/23/2022
54997,5/24/2022
59017,5/25/2022
112287,5/26/2022
97003,5/27/2022
102913,5/28/2022
21546,5/29/2022
121044,5/30/2022
126814,5/31/2022
1936,6/1/2022
17630,6/2/2022
82979,6/3/2022
9557,6/4/2022
76350,6/5/2022
94609,6/6/2022
86573,6/7/2022
38421,6/8/2022
12479,6/9/2022
108382,6/10/2022
99249,6/11/2022
128013,6/12/2022
3468,6/13/2022
71012,6/14/2022
116293,6/15/2022
103164,6/16/2022
29908,6/17/2022
37280,6/18/2022
90266,6/19/2022
63145,6/20/2022
113897,6/21/2022
80519,6/22/2022
107210,6/23/2022
48034,6/24/2022
49907,6/25/2022
15360,6/26/2022
107856,6/27/2022
96716,6/28/2022
57625,6/29/2022
87442,6/30/2022
115872,7/1/2022
37667,7/2/2022
102881,7/3/2022
107099,7/4/2022
55791,7/5/2022
4388,7/6/2022
44731,7/7/2022
102620,7/8/2022
53749,7/9/2022
126263,7/10/2022
18176,7/11/2022
121318,7/12/2022
120225,7/13/2022
60742,7/14/2022
82016,7/15/2022
58490,7/16/2022
100263,7/17/2022
57121,7/18/2022
15260,7/19/2022
97911,7/20/2022
115837,7/21/2022
28457,7/22/2022
104313,7/23/2022
39072,7/24/2022
128176,7/25/2022
112243,7/26/2022
24065,7/27/2022
12170,7/28/2022
5803,7/29/2022
17005,7/30/2022
9072,7/31/2022
56156,8/1/2022
49879,8/2/2022
78234,8/3/2022
23979,8/4/2022
113199,8/5/2022
73887,8/6/2022
68000,8/7/2022
69413,8/8/2022
26761,8/9/2022
64701,8/10/2022
36377,8/11/2022
25233,8/12/2022
36416,5/14/2022
71469,5/15/2022
26626,5/16/2022
72406,5/17/2022
79582,5/18/2022
55969,5/19/2022
85246,5/20/2022
75174,5/21/2022
50505,5/22/2022
57856,5/23/2022
75346,5/24/2022
23259,5/25/2022
46011,5/26/2022
53413,5/27/2022
123560,5/28/2022
128777,5/29/2022
114619,5/30/2022
217,5/31/2022
4110,6/1/2022
78446,6/2/2022
7017,6/3/2022
16254,6/4/2022
45852,6/5/2022
64004,6/6/2022
78310,6/7/2022
127082,6/8/2022
47006,6/9/2022
43972,6/10/2022
119682,6/11/2022
3616,6/12/2022
40304,6/13/2022
120760,6/14/2022
8115,6/15/2022
36058,6/16/2022
58068,6/17/2022
125757,6/18/2022
94659,6/19/2022
97953,6/20/2022
78114,6/21/2022
77532,6/22/2022
80601,6/23/2022
62020,6/24/2022
99600,6/25/2022
62446,6/26/2022
29914,6/27/2022
96450,6/28/2022
107479,6/29/2022
115588,6/30/2022
112892,7/1/2022
96804,7/2/2022
98887,7/3/2022
58394,7/4/2022
17658,7/5/2022
51563,7/6/2022
114287,7/7/2022
95974,7/8/2022
35423,7/9/2022
98723,7/10/2022
117443,7/11/2022
47902,7/12/2022
84336,7/13/2022
35611,7/14/2022
787,7/15/2022
6164,7/16/2022
111698,7/17/2022
51329,7/18/2022
97195,7/19/2022
51306,7/20/2022
60876,7/21/2022
98658,7/22/2022
79373,7/23/2022
41573,7/24/2022
17698,7/25/2022
9064,7/26/2022
109937,7/27/2022
91986,7/28/2022
85593,7/29/2022
127131,7/30/2022
72336,7/31/2022
92079,8/1/2022
129624,8/2/2022
33264,8/3/2022
7809,8/4/2022
15204,8/5/2022
91327,8/6/2022
35098,8/7/2022
109569,8/8/2022
1016,8/9/2022
101713,8/10/2022
61813,8/11/2022
119989,8/12/2022
51604,5/14/2022
109352,5/15/2022
128573,5/16/2022
79499,5/17/2022
99632,5/18/2022
22493,5/19/2022
88713,5/20/2022
36663,5/21/2022
54626,5/22/2022
68235,5/23/2022
40073,5/24/2022
52290,5/25/2022
22475,5/26/2022
61452,5/27/2022
53871,5/28/2022
93869,5/29/2022
31387,5/30/2022
8229,5/31/2022
43957,6/1/2022
81025,6/2/2022
10342,6/3/2022
119130,6/4/2022
49877,6/5/2022
49324,6/6/2022
60275,6/7/2022
52082,6/8/2022
107758,6/9/2022
71587,6/10/2022
73094,6/11/2022
95553,6/12/2022
104483,6/13/2022
104897,6/14/2022
53833,6/15/2022
13037,6/16/2022
54986,6/17/2022
23505,6/18/2022
44741,6/19/2022
112372,6/20/2022
113838,6/21/2022
113052,6/22/2022
62069,6/23/2022
123872,6/24/2022
118170,6/25/2022
71934,6/26/2022
112283,6/27/2022
31461,6/28/2022
111274,6/29/2022
90137,6/30/2022
5487,7/1/2022
110992,7/2/2022
50393,7/3/2022
80171,7/4/2022
56924,7/5/2022
107024,7/6/2022
52497,7/7/2022
40922,7/8/2022
35817,7/9/2022
24382,7/10/2022
30503,7/11/2022
125286,7/12/2022
40195,7/13/2022
29132,7/14/2022
73526,7/15/2022
27085,7/16/2022
38072,7/17/2022
125941,7/18/2022
6274,7/19/2022
15661,7/20/2022
47330,7/21/2022
76908,7/22/2022
20699,7/23/2022
105516,7/24/2022
15954,7/25/2022
90062,7/26/2022
75964,7/27/2022
49278,7/28/2022
77611,7/29/2022
15635,7/30/2022
39624,7/31/2022
88385,8/1/2022
23805,8/2/2022
94249,8/3/2022
129860,8/4/2022
49027,8/5/2022
117434,8/6/2022
36119,8/7/2022
108847,8/8/2022
6188,8/9/2022
112196,8/10/2022
128755,8/11/2022
20202,8/12/2022
94882,8/13/2022
105189,8/14/2022
3683,8/15/2022
59771,8/16/2022
94669,8/17/2022
110029,8/18/2022
101614,8/19/2022
91499,8/20/2022
49265,8/21/2022
26940,8/22/2022
70422,8/23/2022
53072,8/24/2022
24772,8/25/2022
69268,8/26/2022
45409,8/27/2022
106509,8/28/2022
86905,8/29/2022
126448,8/30/2022
11604,8/31/2022
76118,9/1/2022
126508,9/2/2022
97029,9/3/2022
48727,9/4/2022
60235,9/5/2022
4278,9/6/2022
129841,9/7/2022
33126,9/8/2022
51916,9/9/2022
6667,9/10/2022
123198,9/11/2022
63650,9/12/2022
7757,9/13/2022
91112,9/14/2022
17321,9/15/2022
48958,9/16/2022
98244,9/17/2022
42260,9/18/2022
15496,9/19/2022
43188,9/20/2022
78190,9/21/2022
18621,9/22/2022
38896,9/23/2022
45223,9/24/2022
36798,9/25/2022
78687,9/26/2022
110051,9/27/2022
25848,9/28/2022
53234,9/29/2022
73548,9/30/2022
73085,10/1/2022
68153,10/2/2022
120499,10/3/2022
86286,10/4/2022
92452,10/5/2022
80419,10/6/2022
56744,10/7/2022
58845,10/8/2022
35204,10/9/2022
67010,10/10/2022
106606,10/11/2022
117009,10/12/2022
10659,10/13/2022
9724,10/14/2022
65056,10/15/2022
22381,10/16/2022
84932,10/17/2022
58816,10/18/2022
29077,10/19/2022
74031,10/20/2022
116208,10/21/2022
80494,10/22/2022
1489,10/23/2022
53230,10/24/2022
47141,10/25/2022
36015,10/26/2022
62074,10/27/2022
75734,10/28/2022
31498,10/29/2022
18036,10/30/2022
14781,10/31/2022
91784,11/1/2022
117339,11/2/2022
18566,11/3/2022
54914,11/4/2022
78089,11/5/2022
89153,11/6/2022
116444,11/7/2022
92504,11/8/2022
35145,11/9/2022
93708,11/10/2022
15307,11/11/2022
8194,11/12/2022
10311,11/13/2022
47781,11/14/2022
25090,11/15/2022
80225,11/16/2022
36251,11/17/2022
32424,11/18/2022
97427,11/19/2022
92570,11/20/2022
96271,11/21/2022
67772,11/22/2022
63943,11/23/2022
82906,11/24/2022
22832,11/25/2022
43497,11/26/2022
27257,11/27/2022
22495,11/28/2022
74512,11/29/2022
122778,11/30/2022
112588,12/1/2022
94038,12/2/2022
11226,12/3/2022
22938,12/4/2022
119345,12/5/2022
32488,12/6/2022
39522,12/7/2022
2618,12/8/2022
29113,12/9/2022
48524,12/10/2022
74085,12/11/2022
118815,12/12/2022
14253,12/13/2022
77844,12/14/2022
43832,12/15/2022
74000,12/16/2022
56718,12/17/2022
123711,12/18/2022
15900,12/19/2022
122086,12/20/2022
30688,12/21/2022
44347,12/22/2022
80521,12/23/2022
63372,12/24/2022
129540,12/25/2022
55001,12/26/2022
11174,12/27/2022
37393,12/28/2022
26831,12/29/2022
122143,12/30/2022
110601,12/31/2022
9911,1/1/2023
103675,1/2/2023
116540,1/3/2023
96574,1/4/2023
43726,1/5/2023
71277,1/6/2023
51385,1/7/2023
46321,1/8/2023
30777,1/9/2023
412,1/10/2023
93624,1/11/2023
124194,1/12/2023
54086,1/13/2023
114776,1/14/2023
21256,1/15/2023
36006,1/16/2023
129530,1/17/2023
47162,1/18/2023
99991,1/19/2023
122017,1/20/2023
81197,1/21/2023
24228,1/22/2023
98566,1/23/2023
117549,1/24/2023
24452,1/25/2023
52506,1/26/2023
127230,1/27/2023
47554,1/28/2023
48272,1/29/2023
36902,1/30/2023
47000,1/31/2023
71358,2/1/2023
100351,2/2/2023
128131,2/3/2023
59271,2/4/2023
36608,2/5/2023
121263,2/6/2023
16712,2/7/2023
22022,2/8/2023
59019,2/9/2023
72926,2/10/2023
95776,2/11/2023
47318,2/12/2023
31364,2/13/2023
104372,2/14/2023
82961,2/15/2023
87906,2/16/2023
11534,2/17/2023
33680,2/18/2023
105268,2/19/2023
29117,2/20/2023
113585,2/21/2023
104955,2/22/2023
13060,2/23/2023
128738,2/24/2023
43908,2/25/2023
76882,2/26/2023
36626,2/27/2023
86574,2/28/2023
15607,3/1/2023
94892,3/2/2023
91704,3/3/2023
78909,3/4/2023
110219,3/5/2023
25915,3/6/2023
82183,3/7/2023
6802,3/8/2023
74325,3/9/2023
21216,3/10/2023
119032,3/11/2023
13650,3/12/2023
7286,3/13/2023
14336,3/14/2023
48622,3/15/2023
17810,3/16/2023
127066,3/17/2023
96512,3/18/2023
86040,3/19/2023
105204,3/20/2023
12217,3/21/2023
48544,3/22/2023
30065,3/23/2023
19928,3/24/2023
122772,3/25/2023
106274,3/26/2023
57548,3/27/2023
114903,3/28/2023
13822,3/29/2023
32828,3/30/2023
24138,3/31/2023
74440,4/1/2023
127658,4/2/2023
74641,4/3/2023
67623,4/4/2023
80620,4/5/2023
29282,4/6/2023
77895,4/7/2023
34099,4/8/2023
13199,4/9/2023
129461,4/10/2023
77884,4/11/2023
115386,4/12/2023
117910,4/13/2023
32774,4/14/2023
33755,4/15/2023
19328,4/16/2023
129650,4/17/2023
1309,4/18/2023
26826,4/19/2023
75883,4/20/2023
4661,4/21/2023
85999,4/22/2023
64039,4/23/2023
73753,4/24/2023
78395,4/25/2023
111805,4/26/2023
19403,4/27/2023
40124,4/28/2023
45729,4/29/2023
83946,4/30/2023
33009,5/1/2023
58371,5/2/2023
90203,5/3/2023
104120,5/4/2023
124849,5/5/2023
77123,5/6/2023
104611,5/7/2023
37336,5/8/2023
75015,5/9/2023
48947,5/10/2023
108414,5/11/2023
60676,5/12/2023
37035,5/13/2023
41891,5/14/2023
70571,5/15/2023
4338,5/16/2023
15964,5/17/2023
96639,5/18/2023
106005,5/19/2023
63578,5/20/2023
93879,5/21/2023
120873,5/22/2023
28205,5/23/2023
44569,5/24/2023
79044,5/25/2023
83924,5/26/2023
87679,5/27/2023
122677,5/28/2023
30511,5/29/2023
65615,5/30/2023
119596,5/31/2023
40624,6/1/2023
105440,6/2/2023
6964,6/3/2023
95839,6/4/2023
49898,6/5/2023
23127,6/6/2023
75440,6/7/2023
96698,6/8/2023
20910,6/9/2023
41533,6/10/2023
6983,6/11/2023
70108,6/12/2023
119756,6/13/2023
73442,6/14/2023
73141,6/15/2023
63506,6/16/2023
64837,6/17/2023
49287,6/18/2023
955,6/19/2023
90813,6/20/2023
21866,6/21/2023
44104,6/22/2023
58512,6/23/2023
75149,6/24/2023
85236,6/25/2023
3974,6/26/2023
113008,6/27/2023
15804,6/28/2023
24367,6/29/2023
53231,6/30/2023
87683,7/1/2023
84509,7/2/2023
47586,7/3/2023
43998,7/4/2023
9223,7/5/2023
129346,7/6/2023
53032,7/7/2023
20523,7/8/2023
102646,7/9/2023
10835,7/10/2023
97798,7/11/2023
7971,7/12/2023
19331,7/13/2023
72382,7/14/2023
123573,7/15/2023
115598,7/16/2023
107826,7/17/2023
64058,7/18/2023
69022,7/19/2023
35169,7/20/2023
82719,7/21/2023
45591,7/22/2023
52903,7/23/2023
56401,7/24/2023
70548,7/25/2023
9097,7/26/2023
59234,7/27/2023
31573,7/28/2023
51594,7/29/2023
33693,7/30/2023
35215,7/31/2023
17965,8/1/2023
41080,8/2/2023
5035,8/3/2023
74141,8/4/2023
24981,8/5/2023
61257,8/6/2023
116315,8/7/2023
90924,8/8/2023
30454,8/9/2023
43417,8/10/2023
31833,8/11/2023
103464,8/12/2023
101915,8/13/2023
105006,8/14/2023
65305,8/15/2023
80381,8/16/2023
41348,8/17/2023
5825,8/18/2023
42828,8/19/2023
112942,8/20/2023
121107,8/21/2023
97557,8/22/2023
52543,8/23/2023
111988,8/24/2023
19383,8/25/2023
60045,8/26/2023
31049,8/27/2023
40475,8/28/2023
18851,8/29/2023
53638,8/30/2023
84123,8/31/2023
41856,9/1/2023
35248,9/2/2023
91710,9/3/2023
63277,9/4/2023
56922,9/5/2023
9300,9/6/2023
49637,9/7/2023
38857,9/8/2023
52857,9/9/2023
41195,9/10/2023
129286,9/11/2023
13842,9/12/2023
91569,9/13/2023
103088,9/14/2023
57223,9/15/2023
9735,9/16/2023
7518,9/17/2023
96249,9/18/2023
53388,9/19/2023
106771,9/20/2023
118043,9/21/2023
114100,9/22/2023
43129,9/23/2023
113510,9/24/2023
108448,9/25/2023
19322,9/26/2023
38790,9/27/2023
119352,9/28/2023
96284,9/29/2023
70260,9/30/2023
58514,10/1/2023
55126,10/2/2023
63077,10/3/2023
124340,10/4/2023
75764,10/5/2023
3631,10/6/2023
29412,10/7/2023
121765,10/8/2023
11640,10/9/2023
117986,10/10/2023
105222,10/11/2023
53763,10/12/2023
93948,10/13/2023
2251,10/14/2023
41686,10/15/2023
100137,10/16/2023
129721,10/17/2023
109085,10/18/2023
71567,10/19/2023
73696,10/20/2023
45998,10/21/2023
125252,10/22/2023
20294,10/23/2023
123386,10/24/2023
49994,10/25/2023
62729,10/26/2023
1383,10/27/2023
27185,10/28/2023
77320,10/29/2023
26797,10/30/2023
88194,10/31/2023
91467,11/1/2023
93229,11/2/2023
73049,11/3/2023
2123,11/4/2023
100441,11/5/2023
30901,11/6/2023
85467,11/7/2023
120400,11/8/2023
103612,11/9/2023
112616,11/10/2023
18045,11/11/2023
10657,11/12/2023
83709,11/13/2023
112429,11/14/2023
105809,11/15/2023
6313,11/16/2023
86731,11/17/2023
56592,11/18/2023
28504,11/19/2023
73746,11/20/2023
62378,11/21/2023
42905,11/22/2023
86155,11/23/2023
116276,11/24/2023
25351,11/25/2023
121730,11/26/2023
21975,11/27/2023
10654,11/28/2023
89175,11/29/2023
87902,11/30/2023
28960,12/1/2023
68474,12/2/2023
14880,12/3/2023
93577,12/4/2023
113790,12/5/2023
70841,12/6/2023
37929,12/7/2023
10152,12/8/2023
86710,12/9/2023
116161,12/10/2023
78051,12/11/2023
24003,12/12/2023
28746,12/13/2023
99649,12/14/2023
113567,12/15/2023
26855,12/16/2023
94631,12/17/2023
59751,12/18/2023
112928,12/19/2023
2898,12/20/2023
39717,12/21/2023
28061,12/22/2023
73486,12/23/2023
126224,12/24/2023
20308,12/25/2023
38446,12/26/2023
43128,12/27/2023
107636,12/28/2023
30141,12/29/2023
104185,12/30/2023
121619,12/31/2023
115210,1/1/2024
12778,1/2/2024
37503,1/3/2024
24310,1/4/2024
6511,1/5/2024
108345,1/6/2024
116139,1/7/2024
35841,1/8/2024
25220,1/9/2024
18081,1/10/2024
62715,1/11/2024
69862,1/12/2024
47885,1/13/2024
92241,1/14/2024
80364,1/15/2024
21182,1/16/2024
119238,1/17/2024
87390,1/18/2024
84184,1/19/2024
117690,1/20/2024
7780,1/21/2024
65586,1/22/2024
89717,1/23/2024
22258,1/24/2024
58903,1/25/2024
29210,1/26/2024
30327,1/27/2024
92631,1/28/2024
55769,1/29/2024
99662,1/30/2024
102131,1/31/2024
125834,2/1/2024
111523,2/2/2024
100877,2/3/2024
59912,2/4/2024
55356,2/5/2024
50403,2/6/2024
10023,2/7/2024
75570,2/8/2024
77914,2/9/2024
77820,2/10/2024
34754,2/11/2024
118777,2/12/2024
41200,2/13/2024
120391,2/14/2024
40839,2/15/2024
124948,2/16/2024
106979,2/17/2024
31950,2/18/2024
754,2/19/2024
61312,2/20/2024
105805,2/21/2024
83736,2/22/2024
86964,2/23/2024
117151,2/24/2024
129471,2/25/2024
60122,2/26/2024
66711,2/27/2024
117256,2/28/2024
13014,2/29/2024
82365,3/1/2024
76867,3/2/2024
41105,3/3/2024
24353,3/4/2024
29244,3/5/2024
104337,3/6/2024
127596,3/7/2024
99863,3/8/2024
115144,3/9/2024
26442,3/10/2024
112462,3/11/2024
69182,3/12/2024
