Location_ID,CityName,Country
23137,El Paso,USA
28843,El Paso,USA
28059,El Paso,USA
26091,El Paso,USA
27002,El Paso,USA
28476,El Paso,England
28521,El Paso,USA
17994,El Paso,USA
28414,El Paso,USA
17920,El Paso,USA
23878,El Paso,USA
13989,El Paso,USA
29404,El Paso,USA
18176,El Paso,USA
24237,El Paso,USA
13156,El Paso,USA
24743,El Paso,USA
13979,El Paso,USA
23233,El Paso,USA
12204,El Paso,USA
26375,El Paso,USA
26374,El Paso,USA
16500,El Paso,England
26065,El Paso,USA
22698,El Paso,USA
16784,El Paso,England
25574,El Paso,England
29450,El Paso,England
15009,El Paso,USA
23995,El Paso,USA
12547,El Paso,Russia
12755,El Paso,USA
19100,El Paso,USA
23278,El Paso,USA
15803,El Paso,USA
22388,El Paso,USA
14849,El Paso,England
17925,El Paso,NewZeland
12076,El Paso,USA
19626,El Paso,USA
14026,El Paso,USA
28282,El Paso,USA
16895,El Paso,USA
22611,El Paso,USA
13230,El Paso,USA
18143,El Paso,USA
15817,El Paso,USA
26155,El Paso,USA
24041,El Paso,England
12763,El Paso,England
20901,El Paso,USA
13438,El Paso,Russia
21040,El Paso,NewZeland
21173,El Paso,USA
12295,El Paso,USA
11095,El Paso,USA
24667,El Paso,USA
25725,El Paso,England
12902,El Paso,USA
23847,El Paso,Russia
24621,El Paso,USA
28003,El Paso,USA
15697,El Paso,USA
11672,El Paso,USA
26305,El Paso,USA
19181,El Paso,USA
19249,El Paso,USA
25347,El Paso,USA
25295,El Paso,USA
26809,El Paso,USA
21652,El Paso,USA
19776,El Paso,USA
16641,El Paso,USA
26323,El Paso,England
28754,El Paso,USA
28622,El Paso,USA
20191,El Paso,USA
17744,El Paso,USA
28219,El Paso,USA
27331,El Paso,USA
20670,El Paso,USA
26062,El Paso,USA
17552,El Paso,USA
24484,El Paso,USA
23815,El Paso,USA
23565,El Paso,USA
16497,El Paso,USA
16902,El Paso,USA
16590,El Paso,USA
19270,El Paso,USA
16476,El Paso,USA
22759,El Paso,USA
25832,El Paso,USA
24975,El Paso,USA
19328,El Paso,USA
17564,El Paso,Slovakia
12246,El Paso,USA
11949,El Paso,USA
27762,El Paso,USA
28398,El Paso,USA
23798,El Paso,USA
27054,El Paso,USA
27553,El Paso,England
15101,El Paso,USA
16924,El Paso,USA
25501,El Paso,USA
23577,El Paso,England
28818,El Paso,USA
27286,El Paso,USA
13654,El Paso,USA
12356,El Paso,USA
21999,El Paso,USA
17054,El Paso,USA
16839,El Paso,USA
20216,El Paso,USA
23300,El Paso,USA
11303,El Paso,USA
13845,El Paso,USA
11348,El Paso,USA
18119,El Paso,Russia
19156,El Paso,USA
19058,El Paso,USA
19499,El Paso,USA
22776,El Paso,USA
22800,El Paso,USA
12407,El Paso,USA
14696,El Paso,Russia
20046,El Paso,USA
22889,El Paso,USA
24006,El Paso,USA
14463,El Paso,USA
18018,El Paso,USA
25061,El Paso,USA
17263,El Paso,USA
25184,El Paso,USA
28204,El Paso,USA
15704,El Paso,USA
20875,El Paso,USA
26915,El Paso,USA
23600,El Paso,USA
26780,El Paso,USA
24280,El Paso,USA
16218,El Paso,USA
26238,El Paso,USA
28670,El Paso,USA
13686,El Paso,USA
12907,El Paso,USA
22848,El Paso,USA
20799,El Paso,USA
14836,El Paso,USA
15291,El Paso,USA
23103,El Paso,USA
11770,El Paso,Australia
18388,El Paso,USA
19990,El Paso,England
18550,El Paso,Russia
28441,El Paso,USA
15264,El Paso,USA
21213,El Paso,USA
24728,El Paso,USA
19162,El Paso,USA
11806,El Paso,Russia
14929,El Paso,USA
27203,El Paso,USA
20549,El Paso,England
22780,El Paso,England
21214,El Paso,USA
28921,El Paso,USA
24324,El Paso,USA
23550,El Paso,USA
26739,El Paso,Russia
19891,El Paso,USA
24040,El Paso,England
23949,El Paso,USA
24091,El Paso,Australia
24885,El Paso,England
17081,El Paso,USA
18448,El Paso,USA
22649,El Paso,USA
15545,El Paso,USA
11187,El Paso,USA
19936,El Paso,USA
27334,El Paso,USA
15354,El Paso,USA
23313,El Paso,USA
17495,El Paso,Russia
21934,El Paso,Russia
28512,El Paso,USA
25774,El Paso,Russia
23169,El Paso,USA
16264,El Paso,Russia
24745,El Paso,USA
20431,El Paso,USA
15731,El Paso,USA
15472,El Paso,USA
24708,El Paso,USA
14433,El Paso,USA
27034,El Paso,USA
21311,El Paso,USA
29164,El Paso,USA
11594,El Paso,USA
16576,El Paso,USA
15965,El Paso,USA
28314,El Paso,USA
25058,El Paso,USA
16565,El Paso,England
17411,El Paso,USA
27682,El Paso,USA
26563,El Paso,USA
12922,El Paso,USA
24339,El Paso,USA
13059,El Paso,USA
17331,El Paso,USA
24203,El Paso,USA
13708,El Paso,USA
17901,El Paso,USA
25124,El Paso,USA
13598,El Paso,USA
26274,El Paso,Russia
22926,El Paso,England
11615,El Paso,USA
25224,El Paso,Russia
19450,El Paso,USA
15728,El Paso,USA
28097,El Paso,USA
20996,El Paso,USA
21054,El Paso,USA
28897,El Paso,USA
23399,El Paso,USA
11612,El Paso,USA
12119,El Paso,USA
27298,El Paso,USA
29237,El Paso,Russia
22120,El Paso,USA
19191,El Paso,USA
24174,El Paso,Russia
19487,El Paso,England
21649,El Paso,Russia
29010,El Paso,USA
16396,El Paso,USA
19617,El Paso,USA
20961,El Paso,USA
15129,El Paso,USA
27515,El Paso,USA
12952,El Paso,USA
15500,El Paso,USA
18139,El Paso,USA
23861,El Paso,USA
19196,El Paso,USA
11117,El Paso,USA
28547,El Paso,USA
17288,El Paso,USA
21160,El Paso,USA
25478,El Paso,USA
25935,El Paso,USA
11262,El Paso,Russia
13029,El Paso,USA
19708,El Paso,USA
26008,El Paso,USA
21133,El Paso,USA
14869,El Paso,USA
11721,El Paso,Russia
11036,El Paso,USA
17997,El Paso,England
14244,El Paso,USA
11566,El Paso,USA
16115,El Paso,USA
15660,El Paso,USA
25806,El Paso,USA
26335,El Paso,USA
20663,El Paso,USA
20973,El Paso,USA
18744,El Paso,USA
26497,El Paso,USA
16093,El Paso,USA
16979,El Paso,USA
27413,El Paso,USA
25721,El Paso,USA
25341,El Paso,USA
22824,El Paso,USA
17022,El Paso,USA
19121,El Paso,USA
16166,El Paso,USA
14302,El Paso,Slovakia
23817,El Paso,USA
19675,El Paso,USA
14981,El Paso,USA
11180,El Paso,USA
19961,El Paso,USA
12153,El Paso,USA
13859,El Paso,USA
15490,El Paso,USA
17443,El Paso,USA
23929,El Paso,Slovakia
25794,El Paso,USA
27801,El Paso,USA
20925,El Paso,USA
17711,El Paso,USA
13306,El Paso,USA
24114,El Paso,USA
12493,El Paso,Russia
28402,El Paso,USA
19548,El Paso,USA
23416,El Paso,USA
25410,El Paso,USA
15085,El Paso,USA
26956,El Paso,USA
18806,El Paso,USA
11570,El Paso,USA
24459,El Paso,USA
13706,El Paso,USA
14089,El Paso,Russia
12569,El Paso,USA
15562,El Paso,Slovakia
25473,El Paso,USA
15246,El Paso,USA
14297,El Paso,USA
15475,El Paso,USA
18380,El Paso,USA
27479,El Paso,USA
11965,El Paso,USA
22300,El Paso,USA
16194,El Paso,Russia
16942,El Paso,USA
20283,El Paso,USA
22406,El Paso,USA
16695,El Paso,USA
19916,El Paso,USA
21422,El Paso,USA
15162,El Paso,USA
16121,El Paso,USA
14799,El Paso,USA
14498,El Paso,USA
12132,El Paso,USA
19459,El Paso,USA
12341,El Paso,USA
18210,El Paso,USA
21106,El Paso,USA
19117,El Paso,USA
12534,El Paso,USA
27946,El Paso,USA
14298,El Paso,USA
13949,El Paso,USA
21109,El Paso,USA
21929,El Paso,USA
19598,El Paso,England
23396,El Paso,USA
12185,El Paso,USA
20339,El Paso,USA
14178,El Paso,USA
18043,El Paso,USA
27532,El Paso,USA
18144,El Paso,NewZeland
22561,El Paso,USA
14372,El Paso,USA
14951,El Paso,USA
19286,El Paso,USA
23434,El Paso,USA
28845,El Paso,USA
28083,El Paso,USA
27097,El Paso,USA
27708,El Paso,USA
26997,El Paso,England
13455,El Paso,USA
26770,El Paso,USA
12915,El Paso,USA
24491,El Paso,USA
19516,El Paso,USA
29230,El Paso,Russia
12754,El Paso,USA
19713,El Paso,USA
26560,El Paso,USA
12262,El Paso,England
25132,El Paso,USA
11720,El Paso,USA
25308,El Paso,USA
15583,El Paso,Australia
11674,El Paso,USA
28779,El Paso,USA
22201,El Paso,USA
29448,El Paso,USA
19403,El Paso,USA
24490,El Paso,Russia
16268,El Paso,USA
16291,El Paso,Russia
29418,El Paso,USA
17852,El Paso,England
23971,El Paso,England
21071,El Paso,USA
13261,El Paso,USA
24614,El Paso,USA
13056,El Paso,USA
20094,El Paso,USA
25391,El Paso,England
26949,El Paso,USA
21354,El Paso,Australia
22493,El Paso,USA
12949,El Paso,USA
23899,El Paso,USA
26894,El Paso,USA
25841,El Paso,USA
23510,El Paso,USA
26645,El Paso,USA
18205,El Paso,USA
23742,El Paso,USA
22592,El Paso,Russia
15930,El Paso,England
22971,El Paso,USA
23325,El Paso,USA
15569,El Paso,USA
20856,El Paso,USA
21719,El Paso,USA
28527,El Paso,USA
18204,El Paso,USA
16834,El Paso,England
21890,El Paso,USA
18307,El Paso,USA
28307,El Paso,USA
19228,El Paso,NewZeland
23245,El Paso,USA
16779,El Paso,USA
15548,El Paso,Russia
14761,El Paso,USA
12699,El Paso,USA
22226,El Paso,USA
12592,El Paso,Russia
19189,El Paso,USA
16941,El Paso,USA
15097,El Paso,USA
18760,El Paso,USA
12244,El Paso,USA
19790,El Paso,USA
24615,El Paso,USA
23958,El Paso,USA
21937,El Paso,USA
11073,El Paso,England
28200,El Paso,USA
23956,El Paso,USA
26416,El Paso,USA
20464,El Paso,USA
22991,El Paso,USA
11421,El Paso,USA
26664,El Paso,England
21996,El Paso,USA
17309,El Paso,USA
16164,El Paso,USA
16720,El Paso,USA
15301,El Paso,England
22411,El Paso,USA
26734,El Paso,USA
21352,El Paso,USA
21242,El Paso,USA
27853,El Paso,USA
11642,El Paso,Slovakia
19817,El Paso,USA
14320,El Paso,USA
23369,El Paso,USA
24920,El Paso,England
24242,El Paso,USA
20500,El Paso,USA
21667,El Paso,USA
12109,El Paso,USA
11112,El Paso,USA
26105,El Paso,USA
21522,El Paso,England
24765,El Paso,USA
26566,El Paso,USA
24424,El Paso,USA
24983,El Paso,USA
22084,El Paso,USA
14325,El Paso,USA
20296,El Paso,USA
24548,El Paso,USA
20742,El Paso,England
23665,El Paso,USA
27055,El Paso,USA
11928,El Paso,USA
26023,El Paso,USA
22672,El Paso,USA
17773,El Paso,USA
24454,El Paso,USA
18588,El Paso,USA
13311,El Paso,Slovakia
13172,El Paso,USA
28602,El Paso,USA
25906,El Paso,USA
27698,El Paso,USA
15145,El Paso,USA
21381,El Paso,USA
15754,El Paso,Russia
22806,El Paso,USA
22645,El Paso,USA
17089,El Paso,USA
14795,El Paso,USA
22123,El Paso,Russia
11549,El Paso,USA
19379,El Paso,USA
13933,El Paso,USA
24634,El Paso,USA
21127,El Paso,USA
27980,El Paso,USA
29484,El Paso,USA
29485,El Paso,USA
29486,El Paso,USA
29487,El Paso,USA
29488,El Paso,USA
29489,El Paso,USA
29490,El Paso,USA
29491,El Paso,USA
29492,El Paso,USA
29493,El Paso,USA
29494,El Paso,USA
29495,El Paso,USA
29496,El Paso,England
29497,El Paso,USA
29498,El Paso,USA
29499,El Paso,Australia
29500,El Paso,USA
29501,El Paso,England
29502,El Paso,England
29503,El Paso,USA
29504,El Paso,USA
29505,El Paso,England
29506,El Paso,USA
29507,El Paso,USA
29508,El Paso,USA
29509,El Paso,USA
29510,El Paso,USA
29511,El Paso,England
29512,El Paso,USA
29513,El Paso,USA
29514,El Paso,England
29515,El Paso,England
29516,El Paso,USA
29517,El Paso,USA
29518,El Paso,USA
29519,El Paso,Australia
29520,El Paso,England
29521,El Paso,USA
29522,El Paso,Russia
29523,El Paso,USA
29524,El Paso,USA
29525,El Paso,USA
29526,El Paso,USA
29527,El Paso,USA
29528,El Paso,USA
29529,El Paso,USA
29530,El Paso,England
29531,El Paso,Russia
29532,El Paso,USA
29533,El Paso,USA
29534,El Paso,Russia
29535,El Paso,England
29536,El Paso,USA
29537,El Paso,USA
29538,El Paso,USA
29539,El Paso,USA
29540,El Paso,USA
29541,El Paso,USA
29542,El Paso,USA
29543,El Paso,USA
29544,El Paso,USA
29545,El Paso,USA
29546,El Paso,USA
29547,El Paso,USA
29548,El Paso,USA
29549,El Paso,USA
29550,El Paso,USA
29551,El Paso,USA
29552,El Paso,USA
29553,El Paso,USA
29554,El Paso,Russia
29555,El Paso,USA
29556,El Paso,USA
29557,El Paso,USA
29558,El Paso,England
29559,El Paso,USA
29560,El Paso,USA
29561,El Paso,USA
29562,El Paso,USA
29563,El Paso,England
29564,El Paso,USA
29565,El Paso,USA
29566,El Paso,USA
29567,El Paso,England
29568,El Paso,USA
29569,El Paso,USA
29570,El Paso,USA
29571,El Paso,USA
29572,El Paso,USA
29573,El Paso,USA
29574,El Paso,USA
29575,El Paso,USA
29576,El Paso,NewZeland
29577,El Paso,USA
29578,El Paso,USA
29579,El Paso,USA
29580,El Paso,USA
29581,El Paso,England
29582,El Paso,USA
29583,El Paso,USA
29584,El Paso,USA
29585,El Paso,USA
29586,El Paso,England
29587,El Paso,USA
29588,El Paso,USA
29589,El Paso,USA
29590,El Paso,USA
29591,El Paso,USA
29592,El Paso,USA
29593,El Paso,USA
29594,El Paso,USA
29595,El Paso,USA
29596,El Paso,USA
29597,El Paso,USA
29598,El Paso,USA
29599,El Paso,USA
29600,El Paso,USA
29601,El Paso,USA
29602,El Paso,England
29603,El Paso,USA
29604,El Paso,USA
29605,El Paso,USA
29606,El Paso,USA
29607,El Paso,England
29608,El Paso,USA
29609,El Paso,USA
29610,El Paso,USA
29611,El Paso,USA
29612,El Paso,USA
29613,El Paso,USA
29614,El Paso,USA
29615,El Paso,USA
29616,El Paso,USA
29617,El Paso,USA
29618,El Paso,USA
29619,El Paso,USA
29620,El Paso,USA
29621,El Paso,USA
29622,El Paso,USA
29623,El Paso,USA
29624,El Paso,USA
29625,El Paso,USA
29626,El Paso,USA
29627,El Paso,USA
29628,El Paso,USA
29629,El Paso,USA
29630,El Paso,USA
29631,El Paso,England
29632,El Paso,USA
29633,El Paso,USA
29634,El Paso,USA
29635,El Paso,USA
29636,El Paso,USA
29637,El Paso,USA
29638,El Paso,USA
29639,El Paso,USA
29640,El Paso,USA
29641,El Paso,Russia
29642,El Paso,England
29643,El Paso,USA
29644,El Paso,USA
29645,El Paso,USA
29646,El Paso,USA
29647,El Paso,USA
29648,El Paso,USA
29649,El Paso,USA
29650,El Paso,USA
29651,El Paso,England
29652,El Paso,USA
29653,El Paso,USA
29654,El Paso,Slovakia
29655,El Paso,USA
29656,El Paso,USA
29657,El Paso,Russia
29658,El Paso,USA
29659,El Paso,USA
29660,El Paso,USA
29661,El Paso,USA
29662,El Paso,USA
29663,El Paso,USA
29664,El Paso,USA
29665,El Paso,USA
29666,El Paso,USA
29667,El Paso,USA
29668,El Paso,USA
29669,El Paso,USA
29670,El Paso,USA
29671,El Paso,USA
29672,El Paso,USA
29673,El Paso,USA
29674,El Paso,USA
29675,El Paso,Russia
29676,El Paso,USA
29677,El Paso,USA
29678,El Paso,Russia
29679,El Paso,USA
29680,El Paso,USA
29681,El Paso,USA
29682,El Paso,USA
29683,El Paso,USA
29684,El Paso,USA
29685,El Paso,England
29686,El Paso,USA
29687,El Paso,USA
29688,El Paso,USA
29689,El Paso,USA
29690,El Paso,USA
29691,El Paso,USA
29692,El Paso,USA
29693,El Paso,USA
29694,El Paso,USA
29695,El Paso,USA
29696,El Paso,USA
29697,El Paso,USA
29698,El Paso,Russia
29699,El Paso,USA
29700,El Paso,USA
29701,El Paso,USA
29702,El Paso,England
29703,El Paso,USA
29704,El Paso,Australia
29705,El Paso,England
29706,El Paso,USA
29707,El Paso,USA
29708,El Paso,USA
29709,El Paso,USA
29710,El Paso,USA
29711,El Paso,England
29712,El Paso,USA
29713,El Paso,USA
29714,El Paso,USA
29715,El Paso,Russia
29716,El Paso,Russia
29717,El Paso,USA
29718,El Paso,England
29719,El Paso,USA
29720,El Paso,USA
29721,El Paso,USA
29722,El Paso,USA
29723,El Paso,USA
29724,El Paso,USA
29725,El Paso,England
29726,El Paso,USA
29727,El Paso,England
29728,El Paso,USA
29729,El Paso,USA
29730,El Paso,USA
29731,El Paso,Russia
29732,El Paso,USA
29733,El Paso,USA
29734,El Paso,England
29735,El Paso,USA
29736,El Paso,USA
29737,El Paso,England
29738,El Paso,USA
29739,El Paso,USA
29740,El Paso,USA
29741,El Paso,USA
29742,El Paso,USA
29743,El Paso,USA
29744,El Paso,USA
29745,El Paso,USA
29746,El Paso,USA
29747,El Paso,USA
29748,El Paso,USA
29749,El Paso,USA
29750,El Paso,USA
29751,El Paso,USA
29752,El Paso,USA
29753,El Paso,USA
29754,El Paso,USA
29755,El Paso,USA
29756,El Paso,USA
29757,El Paso,USA
29758,El Paso,Russia
29759,El Paso,Russia
29760,El Paso,USA
29761,El Paso,USA
29762,El Paso,USA
29763,El Paso,USA
29764,El Paso,USA
29765,El Paso,England
29766,El Paso,USA
29767,El Paso,NewZeland
29768,El Paso,USA
29769,El Paso,Slovakia
29770,El Paso,USA
29771,El Paso,USA
29772,El Paso,USA
29773,El Paso,USA
29774,El Paso,Slovakia
29775,El Paso,USA
29776,El Paso,USA
29777,El Paso,USA
29778,El Paso,USA
29779,El Paso,USA
29780,El Paso,Australia
29781,El Paso,USA
29782,El Paso,USA
29783,El Paso,USA
29784,El Paso,USA
29785,El Paso,USA
29786,El Paso,USA
29787,El Paso,USA
29788,El Paso,USA
29789,El Paso,Australia
29790,El Paso,USA
29791,El Paso,USA
29792,El Paso,USA
29793,El Paso,USA
29794,El Paso,USA
29795,El Paso,Russia
29796,El Paso,USA
29797,El Paso,USA
29798,El Paso,USA
29799,El Paso,USA
29800,El Paso,USA
29801,El Paso,Russia
29802,El Paso,USA
29803,El Paso,USA
29804,El Paso,England
29805,El Paso,USA
29806,El Paso,USA
29807,El Paso,USA
29808,El Paso,USA
29809,El Paso,USA
29810,El Paso,USA
29811,El Paso,USA
29812,El Paso,USA
29813,El Paso,USA
29814,El Paso,USA
29815,El Paso,USA
29816,El Paso,Russia
29817,El Paso,USA
29818,El Paso,USA
29819,El Paso,USA
29820,El Paso,USA
29821,El Paso,USA
29822,El Paso,USA
29823,El Paso,USA
29824,El Paso,USA
29825,El Paso,USA
29826,El Paso,USA
29827,El Paso,USA
29828,El Paso,USA
29829,El Paso,England
29830,El Paso,USA
29831,El Paso,USA
29832,El Paso,USA
29833,El Paso,Russia
29834,El Paso,USA
29835,El Paso,USA
29836,El Paso,USA
29837,El Paso,USA
29838,El Paso,USA
29839,El Paso,USA
29840,El Paso,USA
29841,El Paso,USA
29842,El Paso,USA
29843,El Paso,USA
29844,El Paso,USA
29845,El Paso,USA
29846,El Paso,USA
29847,El Paso,Russia
29848,Miami,USA
29849,El Paso,USA
29850,Memphis,USA
29851,St. Louis,USA
29852,Norfolk,England
29853,Memphis,USA
29854,Little Rock,USA
29855,Memphis,USA
29856,Boston,USA
29857,New Orleans,USA
29858,Colorado,USA
29859,New Orleans,USA
29860,Portland,USA
29861,Buffalo,USA
29862,St. Petersburg,USA
29863,San Diego,USA
29864,El Paso,USA
29865,Colorado,USA
29866,Memphis,USA
29867,Moscow,Russia
29868,Washington,USA
29869,Omaha,USA
29870,St. Petersburg,USA
29871,El Paso,USA
29872,New York,USA
29873,New Orleans,USA
29874,Oakland,NewZeland
29875,Memphis,USA
29876,Moscow,Russia
29877,Colorado,USA
29878,Little Rock,USA
29879,Miami,USA
29880,Portland,USA
29881,Portland,USA
29882,Boston,USA
29883,Little Rock,USA
29884,Norfolk,England
29885,New Orleans,USA
29886,Washington,USA
29887,Riverside,England
29888,Little Rock,USA
29889,El Paso,USA
29890,New York,USA
29891,St. Petersburg,USA
29892,Oakland,NewZeland
29893,Omaha,USA
29894,Omaha,USA
29895,St. Louis,USA
29896,San Diego,USA
29897,Moscow,Russia
29898,Boston,USA
29899,Boston,USA
29900,Colorado,USA
29901,Colorado,USA
29902,Colorado,USA
29903,Oklahoma,USA
29904,Boston,USA
29905,Miami,USA
29906,Boston,USA
29907,San Diego,USA
29908,El Paso,USA
29909,Omaha,USA
29910,Colorado,USA
29911,Memphis,USA
29912,St. Louis,USA
29913,Oklahoma,USA
29914,New York,USA
29915,Shreveport,USA
29916,Boston,USA
29917,Norfolk,England
29918,Moscow,Russia
29919,Boston,USA
29920,St. Louis,USA
29921,Washington,USA
29922,Omaha,USA
29923,Riverside,England
29924,Norfolk,England
29925,Memphis,USA
29926,Little Rock,USA
29927,New Orleans,USA
29928,Norfolk,England
29929,Oklahoma,USA
29930,Washington,USA
29931,Shreveport,USA
29932,Austin,Australia
29933,Portland,USA
29934,Colorado,USA
29935,St. Louis,USA
29936,Little Rock,USA
29937,New York,USA
29938,Miami,USA
29939,Moscow,Russia
29940,Washington,USA
29941,Norfolk,England
29942,Portland,USA
29943,Memphis,USA
29944,San Diego,USA
29945,Las Vegas,USA
29946,St. Louis,USA
29947,Little Rock,USA
29948,St. Louis,USA
29949,Omaha,USA
29950,Las Vegas,USA
29951,Boston,USA
29952,Shreveport,USA
29953,Fremont,Slovakia
29954,El Paso,USA
29955,Little Rock,USA
29956,El Paso,USA
29957,Boston,USA
29958,Omaha,USA
29959,Colorado,USA
29960,Moscow,Russia
29961,New York,USA
29962,St. Louis,USA
29963,New Orleans,USA
29964,Washington,USA
29965,Colorado,USA
29966,Washington,USA
29967,Moscow,Russia
29968,El Paso,USA
29969,Moscow,Russia
29970,St. Petersburg,USA
29971,New Orleans,USA
29972,Oklahoma,USA
29973,Shreveport,USA
29974,St. Louis,USA
29975,San Diego,USA
29976,Norfolk,England
29977,El Paso,USA
29978,Omaha,USA
29979,Oklahoma,USA
29980,San Diego,USA
29981,Shreveport,USA
29982,Little Rock,USA
29983,Washington,USA
29984,Portland,USA
29985,Oklahoma,USA
29986,Dayton,USA
29987,Virginia Beach,USA
29988,Oklahoma,USA
29989,Washington,USA
29990,Washington,USA
29991,Las Vegas,USA
29992,St. Petersburg,USA
29993,Norfolk,England
29994,Fremont,Slovakia
29995,Little Rock,USA
29996,Memphis,USA
29997,Washington,USA
29998,Fremont,Slovakia
29999,Omaha,USA
30000,New Orleans,USA
30001,Portland,USA
30002,Washington,USA
30003,Las Vegas,USA
30004,Moscow,Russia
30005,El Paso,USA
30006,Austin,Australia
30007,Shreveport,USA
30008,New Orleans,USA
30009,Little Rock,USA
30010,New York,USA
30011,Memphis,USA
30012,Omaha,USA
30013,New Orleans,USA
30014,Portland,USA
30015,Moscow,Russia
30016,Moscow,Russia
30017,El Paso,USA
30018,New York,USA
30019,Boston,USA
30020,Colorado,USA
30021,El Paso,USA
30022,Buffalo,USA
30023,Shreveport,USA
30024,Colorado,USA
30025,New York,USA
30026,Chicago,USA
30027,El Paso,USA
11377,Memphis,USA
11913,Memphis,USA
11952,Miami,USA
20164,Little Rock,USA
20211,El Paso,USA
20562,Fremont,Slovakia
20668,Austin,Australia
20813,Riverside,England
21190,Oakland,NewZeland
21279,Boston,USA
21286,Oklahoma,USA
21403,Oklahoma,USA
21867,St. Petersburg,USA
21945,Buffalo,USA
22552,St. Louis,USA
22706,St. Louis,USA
23079,Little Rock,USA
23605,Memphis,USA
23746,Moscow,Russia
24075,Shreveport,USA
11964,New Orleans,USA
12669,Norfolk,England
12741,Portland,USA
12873,Oakland,NewZeland
12903,Omaha,USA
13020,Boston,USA
13228,Las Vegas,USA
13512,Colorado,USA
13566,Portland,USA
14016,Memphis,USA
14063,St. Louis,USA
14207,St. Petersburg,USA
14689,Omaha,USA
14847,San Diego,USA
14974,Chicago,USA
15096,Moscow,Russia
15622,Colorado,USA
15789,Oklahoma,USA
15807,Miami,USA
15811,Little Rock,USA
16130,San Diego,USA
16603,Las Vegas,USA
16621,St. Petersburg,USA
16737,Memphis,USA
16936,Oklahoma,USA
17166,Little Rock,USA
17326,Las Vegas,USA
24257,Boston,USA
24535,Miami,USA
24541,St. Petersburg,USA
24561,Portland,USA
