Accident_ID,Vehicle_ID,Time,Date
24425,116004,8:40,6/4/2005
21504,68886,23:40,1/4/2005
15296,72413,18:15,6/4/2005
13198,73604,6:18,4/4/2005
26520,48415,10:40,8/4/2005
27950,105708,8:28,8/4/2005
26139,65579,12:58,8/4/2005
23065,73058,19:25,10/4/2005
26339,65585,8:43,13/03/2005
17045,8346,13:28,19/04/2005
19293,79678,18:15,3/4/2005
17322,112483,15:50,12/4/2005
19591,31698,9:50,13/04/2005
25600,74030,20:05,14/04/2005
16016,124931,22:50,13/04/2005
27103,73924,10:10,16/04/2005
16999,76073,18:45,16/04/2005
23137,104623,17:30,8/4/2005
28843,58523,9:30,14/04/2005
28059,121929,12:55,14/04/2005
26091,30704,12:24,18/04/2005
27002,58896,17:00,20/04/2005
28476,26920,19:25,19/04/2005
28521,13884,19:06,10/4/2005
17994,87681,7:50,20/04/2005
28414,81719,20:42,16/04/2005
17920,85554,13:30,17/04/2005
23878,12645,21:00,16/04/2005
13989,101275,17:35,16/04/2005
29404,95982,17:30,16/04/2005
18176,74610,14:40,20/04/2005
24237,76449,0:21,17/04/2005
13156,14030,0:55,23/04/2005
24743,69692,20:30,22/04/2005
13979,47648,8:44,20/04/2005
23233,52168,8:45,25/04/2005
12204,60251,17:45,24/04/2005
26375,35881,19:10,25/04/2005
26374,28852,21:20,23/04/2005
16500,55341,13:45,23/04/2005
26065,84553,17:45,16/04/2005
22698,100249,12:45,28/04/2005
16784,2463,17:24,2/5/2005
25574,22924,18:40,2/5/2005
29450,25542,8:39,29/04/2005
15009,115972,14:00,25/04/2005
23995,2980,5:23,4/5/2005
12547,125097,13:48,29/04/2005
12755,46701,16:10,4/5/2005
19100,108006,18:45,5/5/2005
23278,19578,13:00,5/5/2005
15803,59508,18:05,4/5/2005
22388,56446,21:14,5/5/2005
14849,48800,16:20,6/5/2005
17925,129592,16:30,26/04/2005
12076,114039,12:11,6/5/2005
19626,66800,17:18,26/04/2005
14026,106799,13:00,7/5/2005
28282,47057,23:00,5/5/2005
16895,61824,13:28,1/5/2005
22611,68207,17:44,12/5/2005
13230,125512,16:41,7/5/2005
18143,93019,16:38,12/5/2005
15817,87296,19:15,8/5/2005
26155,76748,18:40,7/5/2005
24041,85879,18:55,7/5/2005
12763,63961,23:46,12/5/2005
20901,94760,11:30,13/05/2005
13438,49608,20:23,8/5/2005
21040,80520,18:26,9/5/2005
21173,23328,14:15,15/05/2005
12295,13560,12:56,12/5/2005
11095,119121,11:00,16/05/2005
24667,42917,3:40,1/5/2005
25725,52954,20:10,30/04/2005
12902,83112,15:57,19/05/2005
23847,88574,19:20,18/05/2005
24621,111570,1:41,15/05/2005
28003,28662,8:45,6/5/2005
15697,27177,21:00,21/05/2005
11672,129585,15:15,25/05/2005
26305,35759,20:25,23/05/2005
19181,49475,12:51,19/05/2005
19249,78904,8:30,20/04/2005
25347,29619,16:55,19/05/2005
25295,77512,22:39,21/05/2005
26809,31631,20:17,25/05/2005
21652,38913,0:55,14/04/2005
19776,35366,13:16,24/05/2005
16641,111817,12:25,21/05/2005
26323,12259,12:53,26/05/2005
28754,19790,20:05,26/05/2005
28622,33260,19:28,26/05/2005
20191,107079,17:05,14/05/2005
17744,15174,16:05,24/05/2005
28219,23620,12:07,6/5/2005
27331,18128,9:40,23/05/2005
20670,105291,15:40,26/05/2005
26062,56451,8:53,3/5/2005
17552,102068,12:25,24/05/2005
24484,57995,19:18,31/05/2005
23815,146,17:20,29/05/2005
23565,18770,7:00,27/05/2005
16497,42774,16:51,26/05/2005
16902,13776,16:45,1/6/2005
16590,103702,16:57,2/6/2005
19270,69826,13:19,28/05/2005
16476,57906,12:30,25/05/2005
22759,31358,11:00,7/6/2005
25832,92805,8:50,2/6/2005
24975,104375,7:50,3/6/2005
19328,109896,8:36,25/05/2005
17564,102955,9:02,26/05/2005
12246,44736,12:30,6/6/2005
11949,28135,18:00,30/05/2005
27762,55871,15:47,9/6/2005
28398,8818,21:50,7/6/2005
23798,86148,12:30,8/6/2005
27054,120162,10:45,9/6/2005
27553,117547,23:19,8/6/2005
15101,112385,18:22,8/6/2005
16924,19908,11:30,25/05/2005
25501,45098,18:00,10/6/2005
23577,43810,18:50,15/06/2005
28818,22981,20:50,4/6/2005
27286,68134,23:26,2/6/2005
13654,23518,18:36,3/6/2005
12356,109188,8:45,9/6/2005
21999,1150,18:40,6/6/2005
17054,44586,22:10,19/05/2005
16839,84299,8:00,15/06/2005
20216,103793,12:00,10/6/2005
23300,35032,4:22,6/6/2005
11303,103291,13:45,10/6/2005
13845,93909,22:35,11/5/2005
11348,127925,10:47,11/6/2005
18119,128097,21:15,13/06/2005
19156,26149,16:00,15/06/2005
19058,95886,18:33,3/6/2005
19499,125425,19:40,14/06/2005
22776,120078,15:45,16/06/2005
22800,60625,19:48,15/06/2005
12407,115031,10:10,15/06/2005
14696,37077,16:20,15/06/2005
20046,69252,9:10,20/06/2005
22889,12194,10:30,15/06/2005
24006,80188,12:13,20/06/2005
14463,10430,15:52,11/6/2005
18018,21262,18:00,20/06/2005
25061,55236,16:50,20/06/2005
17263,126917,23:46,16/06/2005
25184,112190,16:20,16/06/2005
28204,16342,8:58,16/06/2005
15704,2201,14:30,21/06/2005
20875,53687,15:37,21/06/2005
26915,47168,13:20,16/06/2005
23600,8782,10:34,20/06/2005
26780,75468,10:42,20/06/2005
24280,663,11:05,20/06/2005
16218,74740,1:43,1/7/2005
26238,117904,9:55,24/06/2005
28670,59599,10:00,30/06/2005
13686,29479,13:43,24/06/2005
12907,105096,7:12,21/06/2005
22848,94421,12:50,23/06/2005
20799,49058,23:53,23/06/2005
14836,47795,19:30,28/06/2005
15291,125451,15:35,29/06/2005
23103,96114,7:05,29/06/2005
11770,23241,11:30,1/6/2005
18388,106258,11:50,23/06/2005
19990,64874,13:20,20/06/2005
18550,100136,7:40,4/7/2005
28441,51774,18:54,30/06/2005
15264,124301,19:05,3/7/2005
21213,36127,17:30,3/7/2005
24728,121855,7:55,30/06/2005
19162,52648,10:50,20/06/2005
11806,38803,23:30,30/06/2005
14929,39916,19:49,6/6/2005
27203,95301,23:36,29/06/2005
20549,16505,18:30,5/7/2005
22780,63771,15:45,30/06/2005
21214,51960,2:00,7/7/2005
28921,111305,17:50,30/06/2005
24324,114340,18:04,1/7/2005
23550,17379,19:48,14/07/2005
26739,65992,13:01,8/7/2005
19891,104578,7:00,9/7/2005
24040,7443,23:15,11/7/2005
23949,67768,18:05,9/7/2005
24091,89581,15:50,10/7/2005
24885,47417,17:30,13/07/2005
17081,30231,13:10,12/7/2005
18448,14343,23:20,16/07/2005
22649,79924,15:18,16/07/2005
15545,105654,14:20,30/06/2005
11187,29495,14:00,30/06/2005
19936,98183,9:43,8/7/2005
27334,87554,16:04,16/07/2005
15354,83683,16:25,30/06/2005
23313,74603,9:09,5/7/2005
17495,83191,16:50,25/06/2005
21934,110103,18:50,17/06/2005
28512,57026,21:00,30/06/2005
25774,91205,7:44,8/7/2005
23169,55470,17:45,6/7/2005
16264,53922,19:45,8/7/2005
24745,129138,0:40,14/07/2005
20431,2034,10:15,15/07/2005
15731,37286,8:33,13/07/2005
15472,32818,17:45,21/07/2005
24708,46695,18:40,11/7/2005
14433,121598,14:05,16/06/2005
27034,44039,17:12,13/07/2005
21311,102733,7:45,13/07/2005
29164,85600,18:48,9/7/2005
11594,10833,16:13,21/07/2005
16576,81553,18:20,19/07/2005
15965,24745,21:10,21/07/2005
28314,58871,20:31,26/07/2005
25058,68900,10:20,14/07/2005
16565,31952,9:20,19/07/2005
17411,98758,8:05,12/7/2005
27682,59963,21:16,27/07/2005
26563,38236,23:00,20/07/2005
12922,43811,11:04,22/07/2005
24339,58215,11:57,16/07/2005
13059,88293,9:29,18/07/2005
17331,37225,17:48,17/07/2005
24203,43935,7:30,24/07/2005
13708,48899,18:20,25/07/2005
17901,99082,20:15,17/07/2005
25124,75859,12:30,21/07/2005
13598,85109,23:32,22/07/2005
26274,118135,9:50,25/07/2005
22926,89169,16:00,29/06/2005
11615,4988,14:40,2/8/2005
25224,81441,11:44,29/06/2005
19450,37707,19:20,3/8/2005
15728,94317,16:43,28/07/2005
28097,42242,16:14,28/07/2005
20996,8085,8:00,5/2/2005
21054,42926,11:30,20/07/2005
28897,114663,12:54,23/07/2005
23399,63597,9:50,27/07/2005
11612,78220,17:30,13/07/2005
12119,2902,14:00,19/07/2005
27298,71673,14:00,27/07/2005
29237,128042,8:25,28/07/2005
22120,53847,8:16,26/07/2005
19191,42369,13:00,3/8/2005
24174,110474,21:30,28/07/2005
19487,17284,13:27,29/07/2005
21649,69457,23:07,28/07/2005
29010,83974,12:50,27/07/2005
16396,107761,15:20,16/07/2005
19617,37834,13:25,19/07/2005
20961,25904,10:00,28/07/2005
15129,73190,16:20,6/8/2005
27515,70160,19:05,2/8/2005
12952,126642,13:15,3/8/2005
15500,76228,16:40,6/8/2005
18139,18983,0:30,3/8/2005
23861,42803,20:30,5/8/2005
19196,65527,16:40,7/8/2005
11117,5441,8:55,25/07/2005
28547,18473,12:52,5/8/2005
17288,98337,19:05,27/07/2005
21160,68782,16:40,28/07/2005
25478,98247,19:20,3/8/2005
25935,67119,14:05,4/8/2005
11262,91319,23:18,10/8/2005
13029,111275,16:22,5/8/2005
19708,60787,10:35,12/8/2005
26008,65894,11:09,9/8/2005
21133,67702,7:55,11/8/2005
14869,55982,12:10,14/08/2005
11721,38230,15:30,2/8/2005
11036,48253,7:08,8/8/2005
17997,89431,16:09,10/8/2005
14244,117314,7:59,13/08/2005
11566,14155,18:25,17/08/2005
16115,123078,17:45,14/08/2005
15660,50137,22:36,14/08/2005
25806,41799,20:30,22/08/2005
26335,47037,15:11,16/08/2005
20663,115397,19:55,15/08/2005
20973,35221,19:46,17/08/2005
18744,52892,16:00,31/08/2005
26497,90041,13:49,16/08/2005
16093,26751,19:21,15/08/2005
16979,66071,10:25,22/08/2005
27413,33552,17:35,19/08/2005
25721,107354,12:25,17/08/2005
25341,83598,19:38,2/9/2005
22824,117725,18:19,8/8/2005
17022,34210,18:49,18/08/2005
19121,129245,7:18,25/08/2005
16166,16810,16:30,2/9/2005
14302,88356,15:44,25/08/2005
23817,3875,16:57,13/08/2005
19675,4749,12:20,16/08/2005
14981,9559,23:54,21/08/2005
11180,112110,17:34,22/08/2005
19961,114915,0:10,6/9/2005
12153,66011,19:20,24/08/2005
13859,60450,17:50,22/08/2005
15490,129469,16:20,9/9/2005
17443,62153,20:05,18/08/2005
23929,39499,18:00,20/08/2005
25794,19091,22:55,3/9/2005
27801,48260,13:15,29/08/2005
20925,96830,18:43,1/9/2005
17711,126561,11:40,27/08/2005
13306,69098,15:58,26/08/2005
24114,89178,9:03,30/08/2005
12493,48501,20:09,31/08/2005
28402,109465,11:10,27/08/2005
19548,62274,7:40,1/9/2005
23416,98908,9:25,14/09/2005
25410,17357,16:00,5/9/2005
15085,115331,8:45,30/08/2005
26956,65150,9:09,7/9/2005
18806,42257,16:20,2/9/2005
11570,116136,12:35,29/08/2005
24459,36244,20:46,13/09/2005
13706,109049,15:00,4/9/2005
14089,111496,18:38,3/9/2005
12569,8105,23:55,2/9/2005
15562,19478,15:40,13/09/2005
25473,79579,16:30,20/09/2005
15246,26935,10:35,19/09/2005
14297,81010,4:54,21/09/2005
15475,32348,9:00,14/07/2005
18380,122747,9:00,13/09/2005
27479,88118,11:15,12/9/2005
11965,5622,8:25,16/09/2005
22300,97335,22:10,14/09/2005
16194,72995,19:14,8/9/2005
16942,21707,19:14,9/9/2005
20283,120201,9:05,16/09/2005
22406,42929,21:49,13/09/2005
16695,117511,18:27,10/9/2005
19916,125569,16:09,13/09/2005
21422,128566,14:55,1/9/2005
15162,16040,7:40,15/09/2005
16121,27289,13:19,17/09/2005
14799,61198,10:05,17/09/2005
14498,120723,11:42,25/09/2005
12132,73793,16:40,15/09/2005
19459,36093,4:52,13/09/2005
12341,66777,19:01,20/09/2005
18210,91068,13:15,22/09/2005
21106,120574,7:35,7/9/2005
19117,30294,13:50,15/09/2005
12534,99081,18:29,15/09/2005
27946,12094,14:10,9/8/2005
14298,11849,16:21,12/9/2005
13949,2671,7:55,23/09/2005
21109,55140,23:30,6/9/2005
21929,75362,20:45,28/09/2005
19598,5763,22:55,21/10/2005
23396,12659,16:02,30/09/2005
12185,21207,12:15,26/09/2005
20339,45421,10:26,24/09/2005
14178,51952,12:34,24/09/2005
18043,80873,16:00,29/09/2005
27532,119054,15:05,19/09/2005
18144,128651,16:12,30/09/2005
22561,65790,10:20,27/09/2005
14372,71834,17:55,30/09/2005
14951,94138,19:00,28/08/2005
19286,5255,18:33,3/10/2005
23434,115771,17:05,4/10/2005
28845,73967,15:38,24/09/2005
28083,32801,8:30,23/09/2005
27097,36503,14:30,9/10/2005
27708,63315,21:10,4/10/2005
26997,51581,22:50,8/10/2005
13455,77979,20:20,16/09/2005
26770,117451,20:10,9/10/2005
12915,58912,12:10,12/10/2005
24491,11244,14:55,15/10/2005
19516,122058,16:25,10/10/2005
29230,6133,8:27,6/10/2005
12754,63668,17:33,29/09/2005
19713,73903,15:52,30/09/2005
26560,104087,8:22,6/10/2005
12262,9170,23:00,7/9/2005
25132,105685,7:20,6/10/2005
11720,115282,13:35,8/10/2005
25308,16311,8:55,11/10/2005
15583,77671,11:55,10/10/2005
11674,19381,13:40,10/10/2005
28779,94026,7:50,19/10/2005
22201,122163,8:28,11/10/2005
29448,7179,18:15,12/10/2005
19403,20625,20:20,5/10/2005
24490,124273,9:30,15/10/2005
16268,1600,14:04,15/10/2005
16291,23359,13:10,14/10/2005
29418,80613,8:27,3/10/2005
17852,45303,21:20,8/10/2005
23971,21580,8:30,10/10/2005
21071,65318,8:40,11/10/2005
13261,52768,19:35,17/10/2005
24614,49507,10:30,10/10/2005
13056,121964,9:00,19/10/2005
20094,63942,1:30,16/10/2005
25391,81471,9:59,17/10/2005
26949,54997,1:45,20/10/2005
21354,59017,11:40,19/10/2005
22493,112287,7:44,20/10/2005
12949,97003,16:35,17/10/2005
23899,102913,0:25,19/10/2005
26894,21546,15:25,16/10/2005
25841,121044,8:03,10/10/2005
23510,126814,20:15,19/10/2005
26645,1936,18:45,14/10/2005
18205,17630,12:10,15/10/2005
23742,82979,18:26,19/10/2005
22592,9557,14:10,20/10/2005
15930,76350,13:15,23/10/2005
22971,94609,15:53,22/10/2005
23325,86573,12:17,21/10/2005
15569,38421,8:35,3/11/2005
20856,12479,11:39,21/10/2005
21719,108382,20:45,25/10/2005
28527,99249,16:51,6/10/2005
18204,128013,17:00,27/10/2005
16834,3468,14:18,26/10/2005
21890,71012,22:40,19/10/2005
18307,116293,18:20,23/10/2005
28307,103164,10:40,8/10/2005
19228,29908,17:10,4/11/2005
23245,37280,12:30,27/10/2005
16779,90266,14:14,28/10/2005
15548,63145,11:10,21/10/2005
14761,113897,8:40,1/11/2005
12699,80519,16:00,17/10/2005
22226,107210,15:29,30/10/2005
12592,48034,15:50,2/11/2005
19189,49907,9:40,7/11/2005
16941,15360,17:48,27/10/2005
15097,107856,14:54,15/10/2005
18760,96716,11:50,15/10/2005
12244,57625,19:03,1/11/2005
19790,87442,13:55,28/10/2005
24615,115872,13:20,20/10/2005
23958,37667,20:45,2/11/2005
21937,102881,9:56,26/10/2005
11073,107099,8:00,28/10/2005
28200,55791,16:12,27/10/2005
23956,4388,18:23,21/10/2005
26416,44731,18:40,6/11/2005
20464,102620,10:07,4/11/2005
22991,53749,10:50,26/10/2005
11421,126263,8:18,2/11/2005
26664,18176,11:00,2/11/2005
21996,121318,0:50,6/11/2005
17309,120225,9:20,7/11/2005
16164,60742,17:50,7/11/2005
16720,82016,7:10,2/11/2005
15301,58490,16:05,12/11/2005
22411,100263,1:00,2/11/2005
26734,57121,17:00,2/11/2005
21352,15260,13:16,4/11/2005
21242,97911,13:08,9/11/2005
27853,115837,15:24,9/11/2005
11642,28457,16:35,7/11/2005
19817,104313,18:10,7/11/2005
14320,39072,8:22,3/11/2005
23369,128176,22:40,4/11/2005
24920,112243,19:24,12/11/2005
24242,24065,21:35,12/10/2005
20500,12170,9:53,8/11/2005
21667,5803,19:44,2/11/2005
12109,17005,16:14,7/11/2005
11112,9072,10:00,10/11/2005
26105,56156,14:20,4/11/2005
21522,49879,9:50,7/11/2005
24765,78234,18:20,8/11/2005
26566,23979,16:16,8/11/2005
24424,113199,14:10,10/11/2005
24983,73887,12:06,27/10/2005
22084,68000,17:04,15/11/2005
14325,69413,13:10,19/11/2005
20296,26761,12:01,15/11/2005
24548,64701,15:13,11/11/2005
20742,36377,10:43,6/11/2005
23665,25233,18:25,21/11/2005
27055,36416,23:40,16/11/2005
11928,71469,9:10,18/11/2005
26023,26626,7:04,9/11/2005
22672,72406,18:09,11/11/2005
17773,79582,8:50,11/11/2005
24454,55969,11:05,18/11/2005
18588,85246,15:57,13/11/2005
13311,75174,12:20,29/09/2005
13172,50505,1:20,20/11/2005
28602,57856,10:45,17/11/2005
25906,75346,14:25,11/11/2005
27698,23259,18:20,3/11/2005
15145,46011,20:05,16/11/2005
21381,53413,10:25,29/11/2005
15754,123560,18:30,24/11/2005
22806,128777,12:08,17/11/2005
22645,114619,17:30,27/11/2005
17089,217,13:01,18/11/2005
14795,4110,10:10,18/11/2005
22123,78446,9:15,2/12/2005
11549,7017,11:20,2/12/2005
19379,16254,7:40,23/11/2005
13933,45852,8:45,21/10/2005
24634,64004,9:50,23/11/2005
21127,78310,21:40,19/11/2005
27980,127082,11:45,13/11/2005
29484,47006,13:52,22/11/2005
29485,43972,9:35,23/11/2005
29486,119682,3:35,2/12/2005
29487,3616,13:07,25/11/2005
29488,40304,15:25,28/11/2005
29489,120760,7:50,22/10/2005
29490,8115,6:30,22/11/2005
29491,36058,19:45,28/11/2005
29492,58068,13:00,28/11/2005
29493,125757,8:30,25/11/2005
29494,94659,12:09,2/12/2005
29495,97953,7:15,11/8/2005
29496,78114,14:35,21/12/2005
29497,77532,16:47,1/12/2005
29498,80601,18:30,29/11/2005
29499,62020,1:45,3/12/2005
29500,99600,19:30,7/12/2005
29501,62446,13:00,3/12/2005
29502,29914,15:10,6/12/2005
29503,96450,15:55,8/12/2005
29504,107479,16:15,12/12/2005
29505,115588,18:45,10/12/2005
29506,112892,16:32,7/12/2005
29507,96804,16:30,3/12/2005
29508,98887,10:24,6/12/2005
29509,58394,16:08,5/12/2005
29510,17658,5:15,3/12/2005
29511,51563,22:08,9/12/2005
29512,114287,23:36,13/12/2005
29513,95974,16:40,13/12/2005
29514,35423,0:55,16/12/2005
29515,98723,7:10,17/12/2005
29516,117443,21:30,28/12/2005
29517,47902,18:15,18/12/2005
29518,84336,11:05,9/12/2005
29519,35611,1:47,1/12/2005
29520,787,8:21,18/12/2005
29521,6164,15:28,9/12/2005
29522,111698,1:07,17/12/2005
29523,51329,16:30,17/12/2005
29524,97195,11:05,8/12/2005
29525,51306,15:45,25/11/2005
29526,60876,11:29,10/12/2005
29527,98658,16:20,16/12/2005
29528,79373,18:14,9/12/2005
29529,41573,16:16,14/12/2005
29530,17698,17:10,19/12/2005
29531,9064,18:45,21/12/2005
29532,109937,12:35,28/12/2005
29533,91986,19:00,23/12/2005
29534,85593,14:20,28/12/2005
29535,127131,11:20,30/11/2005
29536,72336,17:15,28/11/2005
29537,92079,14:57,19/12/2005
29538,129624,11:29,17/12/2005
29539,33264,17:15,19/12/2005
29540,7809,0:41,17/12/2005
29541,15204,3:27,15/12/2005
29542,91327,20:10,29/12/2005
29543,35098,16:40,30/12/2005
29544,109569,18:00,30/12/2005
29545,1016,9:20,19/12/2005
29546,101713,12:40,20/12/2005
29547,61813,17:05,29/12/2005
29548,119989,10:40,19/12/2005
29549,51604,21:25,21/12/2005
29550,109352,22:20,20/12/2005
29551,128573,6:44,21/12/2005
29552,79499,11:55,17/11/2005
29553,99632,10:05,19/12/2005
29554,22493,5:50,23/12/2005
29555,88713,13:20,29/12/2005
29556,36663,21:29,31/12/2005
29557,54626,10:32,27/12/2005
29558,68235,14:00,27/12/2005
29559,40073,21:30,12/12/2005
29560,52290,8:30,12/12/2005
29561,22475,17:15,1/9/2005
29562,61452,19:23,6/12/2005
29563,53871,22:50,1/1/2005
29564,93869,20:50,2/1/2005
29565,31387,10:02,2/1/2005
29566,8229,2:45,8/1/2005
29567,43957,12:30,4/1/2005
29568,81025,18:05,7/1/2005
29569,10342,10:00,10/1/2005
29570,119130,15:00,10/1/2005
29571,49877,11:59,11/1/2005
29572,49324,2:45,18/01/2005
29573,60275,14:22,14/01/2005
29574,52082,12:25,15/01/2005
29575,107758,7:30,19/01/2005
29576,71587,0:30,22/01/2005
29577,73094,14:35,23/01/2005
29578,95553,17:45,28/01/2005
29579,104483,22:30,1/2/2005
29580,104897,15:30,7/2/2005
29581,53833,4:52,3/2/2005
29582,13037,23:20,20/01/2005
29583,54986,16:00,17/02/2005
29584,23505,18:50,10/2/2005
29585,44741,8:25,15/02/2005
29586,112372,16:20,5/2/2005
29587,113838,21:00,18/02/2005
29588,113052,13:05,23/02/2005
29589,62069,8:30,2/2/2005
29590,123872,16:00,17/02/2005
29591,118170,9:20,2/2/2005
29592,71934,11:15,25/02/2005
29593,112283,19:05,15/02/2005
29594,31461,7:25,28/02/2005
29595,111274,11:40,23/02/2005
29596,90137,15:10,6/2/2005
29597,5487,13:31,3/3/2005
29598,110992,13:00,5/3/2005
29599,50393,15:45,12/3/2005
29600,80171,10:05,23/03/2005
29601,56924,22:26,7/3/2005
29602,107024,15:15,15/03/2005
29603,52497,21:15,10/3/2005
29604,40922,18:00,11/3/2005
29605,35817,10:41,13/03/2005
29606,24382,17:00,14/03/2005
29607,30503,11:26,15/03/2005
29608,125286,6:35,17/03/2005
29609,40195,8:30,21/03/2005
29610,29132,7:13,29/03/2005
29611,73526,9:45,30/03/2005
29612,27085,15:30,30/03/2005
29613,38072,19:30,4/4/2005
29614,125941,7:15,4/4/2005
29615,6274,17:15,6/4/2005
29616,15661,19:05,6/4/2005
29617,47330,20:50,1/4/2005
29618,76908,18:00,7/4/2005
29619,20699,12:05,7/4/2005
29620,105516,10:59,11/4/2005
29621,15954,18:15,12/4/2005
29622,90062,6:58,15/04/2005
29623,75964,16:52,16/04/2005
29624,49278,14:30,19/04/2005
29625,77611,16:55,19/05/2005
29626,15635,14:00,20/04/2005
29627,39624,15:33,19/03/2005
29628,88385,13:00,21/04/2005
29629,23805,8:40,22/04/2005
29630,94249,6:50,22/04/2005
29631,129860,13:30,25/04/2005
29632,49027,9:05,28/04/2005
29633,117434,12:55,29/04/2005
29634,36119,13:45,18/03/2005
29635,108847,9:55,24/04/2005
29636,6188,14:45,2/5/2005
29637,112196,15:40,5/5/2005
29638,128755,16:17,7/5/2005
29639,20202,9:08,9/5/2005
29640,94882,12:26,9/5/2005
29641,105189,8:30,11/5/2005
